id,features
3487,"[0.4296773672103882, 0.7320005893707275, 0.29969286918640137, 0.2239435315132141, 0.6456840634346008, 1.2271634340286255, 0.42357951402664185, 0.5824187994003296, 0.11924679577350616, 0.11573275923728943]"
3497,"[0.10797082632780075, 0.6452390551567078, 0.5934059023857117, 0.7668857574462891, 0.039815984666347504, 0.1558835804462433, 0.03741411492228508, 0.5829132199287415, 0.33630722761154175, 0.5877853035926819]"
3507,"[0.22435779869556427, 0.434158593416214, 0.1195010170340538, 0.5873700380325317, 0.2779250144958496, 1.0037528276443481, 0.4773133099079132, 0.7174235582351685, 0.18357323110103607, 0.6728188991546631]"
3517,"[0.34425124526023865, 0.36066707968711853, 0.36450880765914917, 0.886721670627594, 0.47470077872276306, 0.7851056456565857, 0.5093863606452942, 0.8315226435661316, 0.1391311138868332, 0.6344167590141296]"
3527,"[0.2771947383880615, 0.7593852281570435, 0.08058667182922363, 0.04042275249958038, 0.30030059814453125, 0.47135108709335327, 0.37004581093788147, 0.486409455537796, 0.15223798155784607, 1.1040313243865967]"
3537,"[0.0, 0.7152112126350403, 0.4848560690879822, 1.1400660276412964, 0.038272272795438766, 0.3155343532562256, 0.2176533192396164, 0.6361292600631714, 0.2657207250595093, 0.24427098035812378]"
3547,"[0.4834728240966797, 0.1596832573413849, 0.2970680892467499, 0.6675124168395996, 0.24894163012504578, 0.813184916973114, 0.4759314954280853, 0.8834992051124573, 0.016452301293611526, 0.42145293951034546]"
3557,"[0.3889802396297455, 0.3492651581764221, 0.4010336101055145, 0.3739849627017975, 0.6205117702484131, 0.36348775029182434, 0.12839211523532867, 0.4554590880870819, 0.30885082483291626, 0.6908027529716492]"
3567,"[0.0, 0.3253017067909241, 0.9668297171592712, 0.4861339032649994, 0.0, 0.20697978138923645, 0.8805570602416992, 0.8221974968910217, 0.6365917325019836, 0.3280561864376068]"
3577,"[0.70066899061203, 0.45206427574157715, 0.5113770365715027, 0.2606009244918823, 0.0008850442827679217, 0.21578234434127808, 0.3168542981147766, 0.0, 0.3547070026397705, 0.8340600728988647]"
3587,"[0.0, 0.6650602221488953, 0.0, 0.6213731169700623, 0.0, 0.0, 0.514116644859314, 0.2676849067211151, 0.01878938637673855, 1.041537880897522]"
3597,"[0.0, 0.2892707586288452, 0.944581151008606, 0.03354582190513611, 0.0, 0.0, 0.6996572613716125, 0.1490662395954132, 1.1741459369659424, 0.8294326066970825]"
3607,"[0.12429314106702805, 0.9937490820884705, 0.0, 0.8824460506439209, 0.031882863491773605, 0.48482540249824524, 0.19480374455451965, 0.4917084872722626, 0.0, 0.8236856460571289]"
3617,"[0.3944186270236969, 0.9563589692115784, 0.10133594274520874, 0.048749420791864395, 0.18147003650665283, 0.0, 0.964055061340332, 0.045631323009729385, 0.3370305299758911, 0.9177970290184021]"
3627,"[0.3417697250843048, 0.0, 0.0, 0.4220554530620575, 1.3707420825958252, 0.6530135869979858, 0.11588000506162643, 0.6684343218803406, 0.15499627590179443, 0.5479638576507568]"
3637,"[0.2965611517429352, 0.23355349898338318, 0.42721888422966003, 0.6169214844703674, 0.8475483059883118, 0.2720024287700653, 0.0, 0.9258685111999512, 0.6739158034324646, 0.6500523686408997]"
3647,"[0.5093656778335571, 0.049971602857112885, 0.44605880975723267, 0.04102231562137604, 0.5263435244560242, 0.6205185055732727, 0.482101172208786, 0.6402386426925659, 0.0, 0.6543571352958679]"
3657,"[0.722849428653717, 1.0318138599395752, 0.04102707654237747, 0.3082859218120575, 1.1470903158187866, 0.557516872882843, 0.33581024408340454, 0.06276842951774597, 0.5916661024093628, 0.0]"
3667,"[0.0, 0.891168475151062, 0.12166988104581833, 0.11854300647974014, 0.27548104524612427, 0.19185489416122437, 0.061005882918834686, 0.1264219433069229, 0.20976048707962036, 0.36838552355766296]"
3677,"[0.7924180626869202, 0.0275264922529459, 0.41242632269859314, 0.933834433555603, 0.0, 0.5721511244773865, 0.8130512833595276, 0.9394915699958801, 0.12042830139398575, 0.13402846455574036]"
3687,"[0.012021762318909168, 0.5860508680343628, 0.09147908538579941, 0.2172924429178238, 0.04303152114152908, 0.1294139325618744, 0.35440775752067566, 0.22128687798976898, 0.07859790325164795, 0.30259883403778076]"
3697,"[0.13621623814105988, 0.8163920640945435, 0.1484105885028839, 0.1644897758960724, 0.3289875090122223, 0.13066887855529785, 0.0, 0.4248349070549011, 0.3297058343887329, 0.8069202899932861]"
3707,"[0.6436310410499573, 0.6259074807167053, 0.39916184544563293, 0.20021872222423553, 0.16110646724700928, 0.6777850985527039, 0.23226216435432434, 0.17640967667102814, 0.2107701152563095, 0.7013163566589355]"
3717,"[0.5699881911277771, 1.361464023590088, 0.43005135655403137, 0.06741335242986679, 0.20211921632289886, 0.0, 0.29460442066192627, 0.1291411966085434, 0.3774396479129791, 0.35526522994041443]"
3727,"[0.38075411319732666, 0.45888471603393555, 0.35988810658454895, 0.43071386218070984, 0.4659025967121124, 0.487458735704422, 0.18384933471679688, 0.896973192691803, 0.02147832326591015, 0.7720217108726501]"
3737,"[0.278093159198761, 0.07268764823675156, 0.361404687166214, 0.3673734664916992, 0.37744173407554626, 1.399873971939087, 0.6544874310493469, 0.22867083549499512, 0.47937238216400146, 0.7428091764450073]"
3747,"[0.061076197773218155, 0.0, 0.6398971080780029, 0.049813155084848404, 0.9331669211387634, 0.39049386978149414, 0.985223650932312, 1.0380797386169434, 0.36593618988990784, 0.1266474425792694]"
3757,"[0.0, 0.0, 0.0, 0.0, 0.024622339755296707, 0.8300183415412903, 0.0, 0.6409257650375366, 0.19176466763019562, 1.2271759510040283]"
3767,"[0.12558788061141968, 0.3716771602630615, 0.2898898720741272, 0.4221109449863434, 0.0, 0.2838819622993469, 0.0, 0.0, 0.4893118441104889, 0.7634227275848389]"
3777,"[0.5831919312477112, 0.0, 0.3527311682701111, 0.0, 0.3621833622455597, 0.6521691679954529, 0.4174327850341797, 0.22290484607219696, 0.0, 0.3915346562862396]"
3787,"[0.8394984006881714, 0.2644416391849518, 0.5927783846855164, 0.8159484267234802, 0.7819004058837891, 0.08169342577457428, 0.9291813969612122, 0.8355361223220825, 0.0, 0.0]"
3797,"[0.31978437304496765, 0.7131050229072571, 0.013483230024576187, 0.16447000205516815, 0.38825371861457825, 0.5653140544891357, 0.11051879078149796, 0.23652984201908112, 0.3327624797821045, 0.21688345074653625]"
3807,"[0.3962723910808563, 0.5154246091842651, 0.0, 0.5583356618881226, 0.4970889985561371, 0.09836383908987045, 0.24045388400554657, 0.8229848742485046, 0.217486172914505, 0.6314497590065002]"
3817,"[1.2140735387802124, 0.2636618912220001, 0.736958920955658, 0.8674075603485107, 0.7308934926986694, 0.15943501889705658, 0.7248392105102539, 0.5871719121932983, 0.3930966258049011, 0.0]"
3827,"[0.0, 0.8841201066970825, 0.14450162649154663, 0.6124358773231506, 0.16068269312381744, 0.54265958070755, 0.3094637989997864, 0.22203794121742249, 0.0, 0.8530569672584534]"
3837,"[0.6698143482208252, 0.020573385059833527, 0.1807776540517807, 0.10142110288143158, 0.2155270278453827, 0.0, 0.05686260759830475, 0.6517888307571411, 0.38856998085975647, 1.0505677461624146]"
3847,"[0.515819787979126, 0.5360235571861267, 0.0, 0.0, 1.274231195449829, 0.0, 0.7623721361160278, 0.0, 0.0, 0.9268696904182434]"
3857,"[0.022311031818389893, 0.37639111280441284, 0.024363800883293152, 1.0736443996429443, 0.7586809396743774, 0.0, 0.0, 0.028543421998620033, 0.0, 0.9806631803512573]"
3867,"[0.0, 0.9854092001914978, 0.824781060218811, 0.0, 0.47602197527885437, 0.0, 0.9790677428245544, 0.4989003539085388, 0.0, 0.0]"
3877,"[0.1020943745970726, 0.4108201861381531, 0.017433946952223778, 0.26323840022087097, 0.29078561067581177, 0.0, 0.0, 0.4222217798233032, 0.7242752909660339, 0.5079784989356995]"
3887,"[0.40028634667396545, 0.5994560122489929, 0.3548022210597992, 0.5977560877799988, 0.14637312293052673, 0.5768973231315613, 0.4732505977153778, 0.4329986274242401, 0.16198766231536865, 0.6181880235671997]"
3897,"[0.439811646938324, 0.5465334057807922, 0.3341606557369232, 0.5922218561172485, 0.3154497444629669, 0.603135347366333, 1.0773717164993286, 0.7460182309150696, 0.1708972156047821, 0.46618497371673584]"
3917,"[0.27791717648506165, 0.016971344128251076, 0.0, 0.2673695683479309, 0.6174523234367371, 0.0, 0.13921202719211578, 0.6017481088638306, 0.1713874191045761, 1.3562805652618408]"
3927,"[0.3668481409549713, 0.6774474382400513, 0.01862073875963688, 0.4148700535297394, 0.39028504490852356, 0.5949788093566895, 0.25831660628318787, 0.5609027743339539, 0.15883377194404602, 0.7413883805274963]"
3937,"[0.03837079182267189, 0.7701743841171265, 0.06793777644634247, 0.1687425971031189, 0.25044217705726624, 0.4606393277645111, 0.06467069685459137, 0.37416455149650574, 0.3499729037284851, 0.7591114044189453]"
3947,"[0.0, 0.6154719591140747, 0.0, 0.0, 1.3418397903442383, 0.6829681992530823, 0.5636184215545654, 0.12809161841869354, 0.0, 0.709212601184845]"
8,"[0.22532552480697632, 0.2384968101978302, 0.3028303384780884, 0.8349336385726929, 0.11403173208236694, 0.35255011916160583, 0.0, 0.24755190312862396, 0.2923475205898285, 1.1264514923095703]"
18,"[0.25912371277809143, 0.9062075614929199, 0.2870086431503296, 0.12856030464172363, 0.42929312586784363, 0.1397763192653656, 0.4377776086330414, 0.5833488702774048, 0.26944124698638916, 0.7626506686210632]"
28,"[0.0, 0.591838538646698, 0.015205051749944687, 0.9229884147644043, 0.44688135385513306, 0.5472139716148376, 0.3695541322231293, 1.030261516571045, 0.05431371182203293, 0.4975777864456177]"
38,"[0.0, 1.0213923454284668, 0.2612435519695282, 0.828235924243927, 0.1742561012506485, 0.0, 0.0, 0.0, 1.3361250162124634, 0.0]"
48,"[0.4405740201473236, 0.6684252023696899, 0.00804129522293806, 1.0024425983428955, 0.22704049944877625, 0.17998608946800232, 0.20016171038150787, 0.19418010115623474, 0.0, 0.5057958960533142]"
58,"[0.4704182744026184, 0.560301661491394, 0.5237409472465515, 0.6197282075881958, 0.2687188982963562, 0.7987962961196899, 0.6285369396209717, 0.7400904297828674, 0.44494736194610596, 0.1830255538225174]"
68,"[0.6886084079742432, 0.5335901379585266, 0.17800825834274292, 0.6761683225631714, 0.6253018379211426, 0.3590092062950134, 0.25517380237579346, 0.6701176166534424, 0.4159391224384308, 0.1637483537197113]"
78,"[0.3004515469074249, 0.13108870387077332, 0.4079417884349823, 1.0110219717025757, 1.0098811388015747, 0.8570937514305115, 0.14454756677150726, 0.0, 0.3418726921081543, 0.38750818371772766]"
88,"[0.10760734975337982, 0.9931477904319763, 0.3040482699871063, 0.0, 0.0, 0.0, 0.4791581332683563, 0.11729273200035095, 0.8973760008811951, 0.7285022139549255]"
98,"[0.0745651125907898, 0.3704271912574768, 0.10326669365167618, 0.316480427980423, 0.25351473689079285, 0.4695061445236206, 0.36494627594947815, 0.4993656575679779, 0.1714249849319458, 0.2000233232975006]"
108,"[0.0, 0.7481215596199036, 0.0, 0.0, 1.299863338470459, 0.03927341103553772, 0.0, 0.8474391102790833, 0.09034890681505203, 1.251200795173645]"
118,"[0.3189392685890198, 0.7376360297203064, 0.01777956448495388, 0.4448724091053009, 0.37596967816352844, 0.20807304978370667, 0.4274419844150543, 0.8497887253761292, 0.10531703382730484, 0.1262969970703125]"
128,"[0.5611391663551331, 0.5419570207595825, 0.940847635269165, 0.9254160523414612, 0.0646485835313797, 1.0597739219665527, 0.3829609751701355, 0.5457192063331604, 0.09751173108816147, 0.4355674982070923]"
138,"[0.09447214752435684, 0.11662477999925613, 0.10139556974172592, 0.11400974541902542, 0.12132926285266876, 0.16651542484760284, 0.11733274161815643, 0.1710403859615326, 0.04153839498758316, 0.150237038731575]"
148,"[0.3613133728504181, 0.0, 0.44387680292129517, 0.540943443775177, 0.15290826559066772, 0.6477218270301819, 0.3570970594882965, 0.746735155582428, 0.0, 0.0]"
158,"[0.22802504897117615, 0.7330738306045532, 0.07551181316375732, 0.9285327196121216, 0.20981301367282867, 0.010313612408936024, 0.0, 0.42469924688339233, 0.21197892725467682, 0.5899890065193176]"
168,"[0.2001810520887375, 1.139237403869629, 0.1747334599494934, 0.7891978621482849, 0.11134995520114899, 0.1900634616613388, 0.03164614364504814, 0.0, 0.0, 0.5999882221221924]"
178,"[0.5106789469718933, 0.12526822090148926, 0.3612312376499176, 0.7621098160743713, 0.3444558382034302, 0.8542089462280273, 0.40575942397117615, 0.8736903071403503, 0.43649765849113464, 0.0]"
188,"[0.4420759081840515, 0.7356906533241272, 0.0, 0.4620315432548523, 0.9511760473251343, 0.0014659399166703224, 0.0, 0.5719245076179504, 0.36199331283569336, 0.6486917734146118]"
198,"[0.46083205938339233, 0.7496590614318848, 0.20897237956523895, 0.15326882898807526, 0.48413291573524475, 0.27028948068618774, 0.1816307157278061, 0.8726093769073486, 0.17226991057395935, 0.4738737940788269]"
208,"[0.19746345281600952, 0.8852510452270508, 0.028306717053055763, 0.31224584579467773, 0.5150250792503357, 0.09734727442264557, 0.00031293852953240275, 0.20246128737926483, 0.134807288646698, 0.6673471927642822]"
218,"[0.41188591718673706, 0.8005419373512268, 0.5321170091629028, 0.6604843139648438, 0.0, 0.39961931109428406, 0.0456581711769104, 0.22741307318210602, 0.247531920671463, 0.6074976921081543]"
228,"[0.2032531350851059, 0.6078104972839355, 0.11659582704305649, 0.10251770168542862, 0.48343706130981445, 0.12672820687294006, 0.0, 0.0488068126142025, 0.07935889065265656, 0.5590630173683167]"
238,"[0.10679975897073746, 0.4167739152908325, 0.6165158748626709, 1.4307411909103394, 0.0, 0.057328660041093826, 0.0, 0.2995717525482178, 0.0, 0.6812974214553833]"
248,"[0.08346019685268402, 0.5103200674057007, 0.40476956963539124, 0.5926377773284912, 0.041678156703710556, 0.31407293677330017, 0.0, 0.3912615478038788, 0.4045587480068207, 0.8432778120040894]"
258,"[0.0, 0.6435659527778625, 0.0, 1.084438681602478, 0.04160768538713455, 0.23654580116271973, 0.0, 0.00810733251273632, 0.39618614315986633, 0.402265340089798]"
268,"[0.15285196900367737, 0.12178339064121246, 0.9741830229759216, 0.09919118136167526, 0.0, 0.541151225566864, 0.3537459969520569, 0.756264328956604, 0.607489824295044, 0.6861215829849243]"
278,"[0.3255275785923004, 0.01159768644720316, 0.33245620131492615, 0.5780308246612549, 0.0, 0.0, 0.25987252593040466, 0.766410768032074, 0.43122801184654236, 0.837061882019043]"
288,"[0.8169313669204712, 0.13691459596157074, 0.509853184223175, 0.0, 0.711998462677002, 0.0, 0.3853473961353302, 0.8458516597747803, 0.0, 0.7127791047096252]"
298,"[0.17100593447685242, 0.27119171619415283, 0.5871270298957825, 0.8944836258888245, 0.33761081099510193, 0.6486172080039978, 0.27145034074783325, 0.9339938759803772, 0.5162253379821777, 0.4807412922382355]"
308,"[0.7477100491523743, 0.30283913016319275, 0.6414062976837158, 0.32584142684936523, 0.9553923010826111, 0.6361470222473145, 0.455757737159729, 0.83575838804245, 0.3857877552509308, 0.07828665524721146]"
318,"[0.4898243248462677, 0.8348228335380554, 0.30072012543678284, 0.471873015165329, 0.09930197149515152, 0.701391875743866, 0.9434061646461487, 0.6957300901412964, 0.0, 0.7572839260101318]"
328,"[0.0213825311511755, 0.4296051263809204, 0.6323268413543701, 0.0, 0.3254531919956207, 0.1727999895811081, 0.0, 0.6570457220077515, 0.09724558144807816, 1.0883684158325195]"
338,"[0.4025270640850067, 0.9661810994148254, 0.15878243744373322, 0.1385412961244583, 0.10147176682949066, 0.06226157397031784, 0.15310634672641754, 0.3314861059188843, 0.34483593702316284, 0.8109769225120544]"
348,"[0.16590148210525513, 0.38331595063209534, 0.5045125484466553, 0.4469072222709656, 0.13814257085323334, 0.47852176427841187, 0.6845047473907471, 1.045899748802185, 0.25909340381622314, 0.303885817527771]"
358,"[0.5224425196647644, 0.9513376355171204, 0.13348592817783356, 0.5384910106658936, 0.0, 0.16566522419452667, 0.4025990664958954, 0.6982999444007874, 0.09056660532951355, 0.3273814618587494]"
368,"[0.10587218403816223, 1.023242473602295, 0.18098267912864685, 0.42177754640579224, 0.07196315377950668, 0.2834666073322296, 0.3790198266506195, 0.6004112958908081, 0.18528802692890167, 0.6649181246757507]"
378,"[0.16137321293354034, 1.0550144910812378, 0.28256356716156006, 0.4951401352882385, 0.4117732644081116, 0.2671479880809784, 0.23599828779697418, 0.1824406385421753, 0.09546615928411484, 0.35828760266304016]"
388,"[0.263049840927124, 0.08374720066785812, 0.6128310561180115, 0.5194082856178284, 0.45823371410369873, 0.4995371103286743, 0.8351062536239624, 0.38358163833618164, 0.36579272150993347, 0.8304057121276855]"
408,"[0.36602839827537537, 0.7777419686317444, 0.1756773740053177, 0.6455309391021729, 0.11260546743869781, 0.0, 0.4310849905014038, 0.05985498055815697, 0.5833529233932495, 1.01008141040802]"
418,"[0.8007220029830933, 0.6693669557571411, 0.0, 0.0, 0.05694275721907616, 0.0, 0.0, 1.0961179733276367, 0.46677735447883606, 0.0]"
428,"[0.5028205513954163, 0.71456378698349, 0.2419925183057785, 0.30998823046684265, 0.17928968369960785, 0.3882339894771576, 0.8287256360054016, 0.740618109703064, 0.14543543756008148, 0.6721640229225159]"
438,"[0.0, 0.7084236741065979, 0.5570186376571655, 0.21935975551605225, 0.0, 0.15716420114040375, 0.2314390242099762, 0.315712034702301, 0.38758930563926697, 0.7315914034843445]"
448,"[0.4773593246936798, 0.34372785687446594, 0.3135325312614441, 0.6083990931510925, 0.8103964924812317, 0.5131811499595642, 0.36085033416748047, 0.6577638387680054, 0.21447350084781647, 0.4166739583015442]"
458,"[0.5368820428848267, 0.6912291646003723, 0.44922512769699097, 0.417436420917511, 0.1291789561510086, 0.34376221895217896, 0.14828288555145264, 0.4361894130706787, 0.5518897175788879, 0.6408840417861938]"
468,"[0.47822707891464233, 0.6577343940734863, 0.02402905374765396, 0.5800439715385437, 0.307551771402359, 0.577524721622467, 0.09945175051689148, 0.6538779735565186, 0.20096199214458466, 0.4033512771129608]"
478,"[0.3955765664577484, 0.34370115399360657, 0.34508419036865234, 0.49295806884765625, 0.3612087070941925, 0.29032954573631287, 0.208841472864151, 0.20978982746601105, 0.5141568779945374, 0.6104736328125]"
